,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),month,day,Final_Hour
9527,22.0,5.0,26.88842,75.800689,26.89842,75.810689,1.0,2,0,4,3,1.0,0,,28,3,9,12
9528,33.0,4.9,19.22384,72.841347,19.31384,72.931347,6.0,3,1,1,2,0.0,0,3.0,25,3,4,17
9529,23.0,4.6,13.022394,80.242439,13.052394,80.272439,6.0,1,2,2,2,0.0,0,,17,3,1,21
9530,24.0,4.7,17.438263,78.397865,17.468263,78.427865,6.0,1,2,2,1,0.0,0,3.0,19,4,5,21
9531,34.0,5.0,23.351058,85.325731,23.361058,85.335731,1.0,4,1,3,3,1.0,0,,25,3,26,10
9532,39.0,4.1,17.438263,78.397865,17.448263,78.407865,1.0,4,0,4,3,1.0,0,3.0,25,3,24,11
9533,30.0,4.7,0.0,0.0,0.08,0.08,1.0,4,1,4,2,1.0,0,3.0,22,3,16,23
9534,24.0,4.5,19.254567,72.848923,19.384567,72.978923,,1,1,3,2,1.0,0,3.0,15,4,2,21
9535,29.0,4.8,21.175104,72.804342,21.205104,72.834342,6.0,1,2,2,2,0.0,0,3.0,19,3,13,20
9536,38.0,4.6,22.308096,73.167753,22.328096,73.187753,,4,2,4,1,1.0,0,3.0,25,3,26,8
9537,27.0,4.6,12.321214,76.621094,12.371214,76.671094,4.0,1,2,2,2,0.0,0,3.0,23,3,5,19
9538,30.0,4.1,26.90294,75.793007,27.01294,75.903007,5.0,4,2,1,1,1.0,0,,39,3,12,22
9539,30.0,4.7,17.483216,78.552111,17.503216,78.572111,2.0,4,0,1,3,0.0,0,3.0,29,3,26,8
9540,34.0,4.5,22.744648,75.894377,22.774648,75.924377,5.0,3,1,2,2,1.0,0,3.0,19,3,21,17
9541,33.0,4.1,11.025083,77.015393,11.095083,77.085393,5.0,3,2,4,3,1.0,0,3.0,34,3,20,8
9542,26.0,4.7,26.90519,75.810753,26.97519,75.880753,4.0,1,1,1,2,2.0,0,3.0,41,3,12,22
9543,27.0,4.6,12.297954,76.665169,12.387954,76.755169,1.0,1,0,3,3,2.0,0,3.0,34,3,20,19
9544,37.0,4.6,11.008638,76.984311,11.098638,77.074311,4.0,4,2,1,3,0.0,0,3.0,25,3,23,23
9545,30.0,4.7,21.17106,72.789292,21.24106,72.859292,,1,0,1,3,0.0,0,3.0,52,3,10,21
9546,31.0,4.6,0.0,0.0,0.02,0.02,1.0,2,0,2,3,0.0,0,3.0,38,3,7,11
9547,33.0,4.3,25.450377,81.834236,25.500377,81.884236,,4,0,3,3,1.0,0,3.0,26,2,11,23
9548,30.0,4.7,12.98041,77.640489,13.06041,77.720489,6.0,1,0,3,3,1.0,0,3.0,31,3,14,20
9549,32.0,4.7,12.311072,76.654878,12.381072,76.724878,2.0,4,1,1,3,1.0,0,3.0,16,3,20,22
9550,31.0,4.9,26.913483,75.803139,26.963483,75.853139,5.0,4,2,3,2,0.0,0,3.0,16,3,3,23
9551,39.0,4.7,22.695207,75.866059,22.705207,75.876059,4.0,4,2,2,2,0.0,0,,15,3,1,10
9552,29.0,4.2,23.357804,85.325146,23.437804,85.405146,5.0,1,1,4,2,0.0,0,3.0,42,3,2,22
9553,28.0,4.6,17.429585,78.392621,17.439585,78.402621,,2,1,1,3,1.0,0,3.0,25,3,11,11
9554,30.0,4.8,22.761593,75.886362,22.851593,75.976362,2.0,3,2,1,3,1.0,0,3.0,25,3,14,19
9555,23.0,4.9,23.235123,77.398886,23.345123,77.508886,1.0,1,0,1,3,1.0,0,3.0,27,2,14,20
9556,34.0,4.5,19.065838,72.832658,19.175838,72.942658,6.0,3,1,3,3,1.0,0,,16,3,4,17
9557,30.0,4.5,23.351489,85.324253,23.421489,85.394253,5.0,1,0,2,3,0.0,0,,47,3,10,11
9558,31.0,4.5,17.483216,78.552111,17.613216,78.682111,5.0,1,0,3,3,3.0,0,3.0,51,3,25,20
9559,24.0,4.4,19.221315,72.862381,19.251315,72.892381,2.0,4,0,4,3,0.0,0,3.0,29,3,15,22
9560,30.0,5.0,15.561295,73.749478,15.581295,73.769478,1.0,4,2,3,1,1.0,0,,24,2,15,8
9561,37.0,4.5,0.0,0.0,0.06,0.06,,4,0,3,3,1.0,0,3.0,28,3,9,22
9562,34.0,4.7,17.411028,78.329645,17.431028,78.349645,5.0,4,2,3,1,0.0,0,3.0,15,3,28,8
9563,26.0,4.7,21.15276,72.778059,21.17276,72.798059,6.0,4,0,2,3,1.0,0,3.0,17,3,30,9
9565,36.0,4.6,26.88842,75.800689,26.89842,75.810689,2.0,4,1,2,3,1.0,0,3.0,24,3,19,23
9566,30.0,4.4,18.563934,73.915367,18.573935,73.925367,2.0,4,0,3,3,1.0,0,3.0,25,3,17,20
9567,27.0,4.8,18.536562,73.896485,18.606562,73.966485,5.0,1,0,3,3,0.0,1,3.0,45,3,16,22
9568,26.0,4.6,26.469003,80.316344,26.609003,80.456344,6.0,1,1,2,2,0.0,0,3.0,13,2,12,20
9570,21.0,5.0,23.355164,85.324097,23.425164,85.394097,5.0,3,2,2,2,1.0,0,,35,3,27,18
9571,28.0,4.7,17.483216,78.552111,17.493216,78.562111,,4,2,3,2,1.0,0,3.0,16,3,3,8
9572,22.0,4.9,18.530963,73.828972,18.570963,73.868972,2.0,3,0,3,3,1.0,0,3.0,12,3,11,17
9573,23.0,4.5,26.902328,75.794257,26.992328,75.884257,1.0,3,2,1,2,1.0,0,3.0,22,3,4,18
9574,37.0,4.8,13.081878,80.248519,13.161878,80.328519,6.0,3,0,4,3,0.0,0,3.0,27,3,12,18
9575,27.0,4.8,21.186884,72.793616,21.226884,72.833616,4.0,2,1,3,3,1.0,0,,26,3,24,13
9576,31.0,4.5,21.160437,72.774209,21.250437,72.864209,6.0,1,2,1,2,0.0,0,,23,3,20,20
9577,38.0,4.8,23.214294,77.435361,23.344294,77.565361,1.0,4,1,4,2,1.0,0,3.0,22,2,18,23
9578,35.0,3.8,12.986047,80.218114,13.066047,80.298114,2.0,1,2,3,2,1.0,0,3.0,43,3,14,19
9579,23.0,4.9,10.96185,76.971082,11.09185,77.101082,2.0,1,1,2,2,0.0,0,3.0,23,3,18,20
9580,37.0,4.8,18.536718,73.830327,18.566719,73.860327,5.0,1,2,4,2,1.0,0,3.0,30,4,1,22
9581,28.0,4.1,10.006881,76.345397,10.016881,76.355397,,4,0,4,3,0.0,0,3.0,18,2,15,8
9582,37.0,5.0,30.899584,75.809346,30.969584,75.879346,5.0,1,1,2,2,1.0,0,3.0,43,2,16,21
9583,33.0,4.0,11.008638,76.984311,11.118638,77.094311,,1,0,3,3,1.0,0,3.0,54,4,6,21
9584,28.0,4.8,13.054347,80.257221,13.134347,80.337221,2.0,3,2,4,2,0.0,0,3.0,18,3,12,17
9585,24.0,4.8,12.323225,76.630028,12.453225,76.760028,,4,2,3,2,0.0,0,,11,3,12,23
9586,31.0,4.5,0.0,0.0,0.02,0.02,4.0,4,0,1,3,1.0,0,3.0,24,2,11,8
9587,34.0,4.6,17.433809,78.386744,17.453809,78.406744,5.0,4,0,2,3,1.0,0,,26,3,26,9
9588,33.0,4.6,11.010375,76.95295,11.050375,76.99295,2.0,3,1,2,2,0.0,0,3.0,25,3,1,17
9589,20.0,4.5,19.22384,72.841347,19.23384,72.851347,,4,0,1,3,1.0,0,3.0,28,3,3,22
9590,23.0,4.7,19.178321,72.834715,19.188321,72.844715,1.0,4,1,1,2,1.0,0,,19,3,13,9
9591,32.0,4.9,17.455894,78.375467,17.565894,78.485467,6.0,1,2,4,1,0.0,0,3.0,29,3,20,12
9592,26.0,4.8,0.0,0.0,0.06,0.06,1.0,1,1,1,3,1.0,0,3.0,28,2,17,21
9593,31.0,4.7,18.593481,73.785901,18.613481,73.805901,5.0,4,2,4,3,0.0,0,3.0,15,3,11,8
9594,35.0,4.8,22.751234,75.88949,22.771234,75.90949,6.0,4,2,1,3,1.0,0,3.0,15,3,15,8
9595,37.0,4.8,17.45971,78.368855,17.50971,78.418855,,1,2,2,1,1.0,0,3.0,28,3,9,20
9596,28.0,4.5,0.0,0.0,0.08,0.08,,1,1,4,2,1.0,0,3.0,20,3,16,21
9597,24.0,5.0,27.165108,78.015053,27.245108,78.095053,4.0,1,0,1,3,0.0,0,3.0,38,2,16,8
9598,26.0,5.0,30.328174,78.049117,30.418174,78.139117,6.0,4,0,4,3,1.0,0,,28,2,14,23
9599,39.0,5.0,12.934365,77.616155,12.974365,77.656155,5.0,3,0,1,3,0.0,0,3.0,25,3,3,16
9600,37.0,4.7,22.310329,73.169083,22.440329,73.299083,5.0,4,0,3,3,1.0,0,3.0,39,3,6,22
9601,22.0,4.8,18.51421,73.838429,18.57421,73.898429,4.0,1,1,2,2,0.0,0,3.0,29,3,30,19
9602,29.0,4.8,18.569156,73.774723,18.579156,73.784723,2.0,4,1,1,2,1.0,0,3.0,16,3,19,10
9603,25.0,4.7,21.185047,72.80859,21.315047,72.93859,5.0,4,1,1,2,0.0,0,3.0,25,3,8,23
9604,22.0,4.6,0.0,0.0,0.03,0.03,1.0,3,2,2,3,1.0,0,3.0,24,4,3,17
9605,30.0,4.5,22.310237,73.158921,22.330237,73.178921,2.0,4,1,3,3,1.0,0,3.0,27,3,5,9
9607,24.0,4.7,12.906229,77.596791,12.966229,77.656791,,3,2,4,2,1.0,0,3.0,26,3,9,17
9608,20.0,4.7,21.157729,72.768726,21.167729,72.778726,,4,2,2,2,1.0,0,,18,3,21,10
9609,36.0,4.2,26.90519,75.810753,27.03519,75.940753,,3,0,2,3,1.0,0,,46,3,29,18
9610,36.0,4.2,0.0,0.0,0.07,0.07,1.0,1,0,3,3,2.0,0,3.0,44,2,16,21
9611,22.0,4.7,22.753659,75.903365,22.813659,75.963365,,3,1,1,3,0.0,0,3.0,29,3,7,18
9613,24.0,4.8,22.732225,75.874765,22.772225,75.914765,5.0,3,1,1,2,0.0,0,,10,3,9,15
9614,39.0,4.8,18.533811,73.899315,18.553811,73.919315,6.0,4,1,2,3,0.0,0,3.0,10,3,1,9
9615,39.0,4.9,0.0,0.0,0.01,0.01,,4,1,3,2,1.0,0,3.0,28,2,17,11
9616,32.0,4.8,12.981615,80.231598,13.051615,80.301598,,1,2,1,3,1.0,0,3.0,29,3,23,21
9617,26.0,4.8,21.157735,72.768778,21.227735,72.838778,6.0,1,0,2,3,0.0,0,3.0,22,3,4,22
9618,25.0,5.0,18.536562,73.896485,18.546562,73.906485,5.0,2,1,1,3,0.0,0,3.0,21,3,9,12
9619,38.0,4.9,23.214294,77.435361,23.254294,77.475361,6.0,3,2,2,2,0.0,0,,22,2,13,16
9620,27.0,4.6,23.354422,85.3329,23.374422,85.3529,,2,1,3,2,1.0,0,3.0,25,4,3,22
9621,33.0,4.2,22.538731,88.364878,22.578731,88.404878,2.0,3,1,1,3,1.0,0,3.0,31,2,17,15
9622,28.0,4.6,13.02978,80.208812,13.13978,80.318812,5.0,1,1,2,2,1.0,0,3.0,41,3,10,20
9623,27.0,5.0,9.970717,76.285447,9.980717,76.295447,1.0,4,1,4,2,0.0,0,3.0,14,2,11,8
9624,23.0,4.7,23.266261,77.379605,23.316261,77.429605,5.0,1,1,3,2,1.0,0,3.0,25,2,17,19
9625,26.0,4.9,11.000762,76.981876,11.040762,77.021876,1.0,3,1,2,2,1.0,0,3.0,20,3,13,15
9626,31.0,4.4,18.51421,73.838429,18.54421,73.868429,1.0,1,1,3,3,1.0,0,3.0,34,3,13,19
9627,25.0,4.1,19.055831,72.833984,19.185831,72.963984,5.0,3,2,2,2,1.0,0,3.0,31,3,18,18
9628,34.0,4.6,22.311603,73.165012,22.391603,73.245012,,4,0,1,3,1.0,0,3.0,29,3,10,23
9629,36.0,4.2,21.15276,72.778059,21.17276,72.798059,2.0,4,0,3,3,0.0,0,3.0,22,3,13,10
9630,29.0,4.7,12.975377,77.696664,13.105377,77.826664,2.0,4,2,1,2,1.0,0,,10,3,4,1
9631,22.0,4.8,12.311072,76.654878,12.321072,76.664878,6.0,4,2,2,3,0.0,0,3.0,21,3,13,9
9632,39.0,4.8,23.333017,85.3172,23.383017,85.3672,4.0,3,1,4,3,1.0,0,3.0,17,3,5,17
9633,26.0,4.3,19.254567,72.848923,19.274567,72.868923,5.0,2,1,3,3,1.0,0,3.0,34,3,24,11
9634,29.0,4.9,0.0,0.0,0.07,0.07,1.0,1,2,2,2,0.0,0,3.0,18,3,10,21
9635,21.0,4.7,0.0,0.0,0.05,0.05,6.0,1,2,3,3,0.0,0,,10,3,15,20
9636,33.0,4.7,10.027364,76.308258,10.087364,76.368258,4.0,4,2,3,3,0.0,0,,15,2,17,22
9637,33.0,3.6,11.003681,76.975525,11.093681,77.065525,2.0,3,2,4,3,1.0,0,,34,4,4,18
9638,24.0,5.0,19.120083,72.907385,19.130083,72.917385,5.0,2,2,4,3,1.0,0,,26,3,15,11
9639,29.0,4.9,18.546947,73.900626,18.636947,73.990626,4.0,1,2,2,2,2.0,0,3.0,36,3,20,21
9640,27.0,4.9,21.186608,72.794136,21.236608,72.844136,1.0,1,2,1,2,1.0,0,3.0,22,3,26,21
9641,21.0,4.0,26.47,80.35,26.58,80.46,1.0,1,0,2,3,1.0,0,3.0,32,2,18,21
9642,31.0,4.6,18.536562,73.896485,18.576562,73.936485,2.0,3,0,4,3,1.0,0,3.0,28,3,9,20
9643,29.0,4.7,27.195928,77.998092,27.325928,78.128092,6.0,1,1,4,2,1.0,0,3.0,18,2,16,19
9644,30.0,4.2,19.888716,75.321461,19.998716,75.431461,4.0,3,2,3,2,2.0,0,3.0,35,2,14,18
9645,26.0,4.5,13.044694,80.26147,13.094694,80.31147,4.0,4,0,1,3,0.0,0,3.0,18,3,21,23
9646,36.0,4.5,19.121999,72.908493,19.171999,72.958493,,1,2,4,2,1.0,0,3.0,25,3,28,19
9647,25.0,4.6,19.091458,72.827808,19.121458,72.857808,6.0,1,1,4,3,1.0,0,3.0,17,3,24,21
9648,29.0,5.0,23.233219,77.433571,23.363219,77.563571,4.0,3,0,2,3,1.0,0,,32,2,18,18
9649,26.0,4.8,-19.876994,75.372353,20.006994,75.502353,,1,0,1,3,1.0,0,,25,2,16,21
9650,33.0,4.9,23.357804,85.325146,23.407804,85.375146,,3,0,1,3,0.0,0,3.0,32,3,24,17
9651,35.0,5.0,22.311603,73.165012,22.401603,73.255012,2.0,1,0,4,3,0.0,0,3.0,36,3,10,21
9652,38.0,3.6,13.064181,80.236442,13.174181,80.346442,1.0,1,1,1,2,1.0,0,3.0,34,3,2,21
9653,22.0,4.1,19.091458,72.827808,19.111458,72.847808,2.0,4,0,4,3,0.0,0,3.0,26,3,21,10
9654,25.0,4.7,9.959778,76.296106,10.019778,76.356106,1.0,1,2,1,3,1.0,0,3.0,23,2,15,21
9655,34.0,4.8,13.058616,80.264151,13.078616,80.284151,1.0,2,1,2,2,1.0,0,3.0,27,3,17,11
9656,39.0,4.7,21.160437,72.774209,21.240437,72.854209,1.0,4,2,2,2,1.0,0,3.0,26,3,8,23
9657,31.0,4.7,18.927584,72.832585,19.017584,72.922585,4.0,1,2,2,1,1.0,1,3.0,43,3,23,20
9658,33.0,4.9,12.979166,77.640709,13.019166,77.680709,4.0,2,1,2,2,1.0,0,3.0,31,3,13,13
9659,25.0,4.6,12.297954,76.665169,12.427954,76.795169,4.0,3,1,1,2,0.0,0,,25,3,2,19
9660,24.0,4.5,13.027018,80.254791,13.137018,80.364791,4.0,4,2,1,2,0.0,0,3.0,23,3,23,23
9661,36.0,4.9,12.299524,76.64262,12.359524,76.70262,2.0,1,1,2,2,1.0,0,3.0,27,3,15,20
9662,25.0,4.7,21.186608,72.794136,21.236608,72.844136,5.0,3,1,3,3,0.0,0,3.0,19,3,28,18
9663,31.0,4.0,22.311603,73.165012,22.421603,73.275012,4.0,1,1,1,2,2.0,0,3.0,41,3,16,21
9664,31.0,4.7,22.727021,75.884167,22.747021,75.904167,6.0,2,2,1,2,1.0,0,,15,3,7,11
9665,35.0,4.1,18.569156,73.774723,18.589156,73.794723,2.0,2,2,1,2,0.0,0,,31,3,13,11
9666,37.0,4.9,26.902908,75.792934,26.932908,75.822934,6.0,3,2,1,2,1.0,0,3.0,24,3,21,18
9667,25.0,4.6,22.307898,73.167788,22.387898,73.247788,,1,1,2,3,0.0,0,3.0,19,3,18,20
9668,27.0,4.9,23.333017,85.3172,23.373017,85.3572,6.0,2,1,3,3,0.0,0,,12,3,7,14
9669,32.0,4.6,11.022298,76.998349,11.032298,77.008349,4.0,4,0,3,3,1.0,0,3.0,25,3,5,11
9670,37.0,4.9,18.593481,73.785901,18.663481,73.855901,5.0,1,0,4,3,1.0,0,3.0,51,3,18,21
9671,38.0,4.6,13.066762,80.251865,13.136762,80.321865,6.0,1,1,2,2,0.0,0,3.0,23,3,10,21
9672,23.0,4.8,23.351058,85.325731,23.391058,85.365731,6.0,2,2,1,2,0.0,0,3.0,13,4,3,19
9673,38.0,4.3,21.149669,72.772629,21.159669,72.782629,,4,0,4,3,1.0,0,3.0,26,3,24,20
9674,20.0,4.9,12.326356,76.619103,12.366356,76.659103,1.0,2,2,3,2,1.0,0,3.0,22,3,13,13
9675,20.0,4.6,12.972161,77.596014,12.982161,77.606014,,2,1,3,2,0.0,0,3.0,22,3,11,11
9676,31.0,4.6,19.121999,72.908493,19.251999,73.038493,4.0,1,0,2,3,1.0,0,3.0,45,4,6,20
9677,33.0,4.5,13.026286,80.275235,13.046286,80.295235,1.0,4,1,4,3,1.0,0,3.0,26,3,24,9
9678,30.0,4.7,0.0,0.0,0.13,0.13,2.0,4,1,4,2,1.0,0,3.0,13,3,18,24
9679,33.0,4.9,12.310972,76.659264,12.350972,76.699264,6.0,3,2,1,2,0.0,0,3.0,17,3,13,21
9680,38.0,4.5,0.0,0.0,0.05,0.05,4.0,3,0,2,3,1.0,0,,29,4,3,18
9681,39.0,4.4,15.5696,73.742294,15.6296,73.802294,,3,2,1,2,1.0,0,3.0,33,2,13,17
9682,28.0,4.0,12.979166,77.640709,13.039166,77.700709,1.0,4,0,3,3,1.0,0,3.0,29,4,5,22
9683,29.0,4.7,0.0,0.0,0.03,0.03,2.0,3,0,2,3,0.0,0,3.0,19,2,17,18
9684,37.0,3.8,13.054347,80.257221,13.134347,80.337221,4.0,4,1,4,3,0.0,0,3.0,34,4,4,1
9685,23.0,4.8,26.90519,75.810753,26.99519,75.900753,,3,0,2,3,1.0,0,3.0,30,3,18,19
9686,39.0,4.9,22.732225,75.874765,22.772225,75.914765,4.0,3,0,2,3,0.0,0,3.0,25,3,26,15
9687,35.0,4.9,19.876428,75.364792,19.986428,75.474792,4.0,4,1,1,2,1.0,0,3.0,30,2,18,22
9688,26.0,4.5,26.913483,75.803139,26.953483,75.843139,,2,2,1,2,1.0,0,3.0,18,4,1,13
9689,28.0,5.0,22.727021,75.884167,22.777021,75.934167,2.0,4,1,2,2,0.0,0,,15,4,3,24
9690,36.0,4.7,22.310237,73.158921,22.440237,73.288921,6.0,3,1,3,3,0.0,0,3.0,21,3,18,19
9691,27.0,4.7,13.091809,80.219104,13.171809,80.299104,5.0,3,2,1,1,1.0,0,,25,3,18,18
9692,31.0,4.9,10.994136,76.963303,11.044136,77.013303,4.0,1,1,1,2,0.0,0,3.0,25,3,11,22
9693,35.0,4.5,19.065838,72.832658,19.115838,72.882658,6.0,3,0,1,3,0.0,0,3.0,28,3,17,18
9694,39.0,4.6,26.463504,80.372929,26.543504,80.452929,1.0,4,0,1,3,1.0,0,,27,2,14,1
9695,33.0,5.0,13.066762,80.251865,13.116762,80.301865,5.0,1,2,2,1,1.0,0,3.0,33,3,13,22
9697,25.0,3.1,23.359194,85.325447,23.439194,85.405447,6.0,4,2,2,2,1.0,0,3.0,44,3,25,23
9698,37.0,4.7,13.029198,77.570997,13.049198,77.590997,6.0,4,1,4,3,1.0,0,3.0,19,3,3,10
9699,28.0,4.6,13.049645,80.242268,13.139645,80.332268,6.0,4,0,1,3,1.0,0,3.0,23,3,25,22
9700,27.0,4.9,21.157735,72.768778,21.197735,72.808778,1.0,3,1,3,2,0.0,0,3.0,21,3,1,16
9701,39.0,4.8,21.186608,72.794136,21.236608,72.844136,2.0,1,0,4,3,1.0,0,3.0,36,4,1,21
9702,38.0,4.9,18.533811,73.899315,18.573811,73.939315,6.0,2,0,4,3,1.0,0,,24,3,3,9
9703,29.0,4.3,13.005801,80.250744,13.015801,80.260744,1.0,4,0,3,3,1.0,0,,26,4,3,11
9704,35.0,4.6,15.303897,73.914336,15.373897,73.984336,2.0,4,0,2,3,0.0,0,3.0,26,2,16,22
9705,25.0,5.0,17.455894,78.375467,17.475894,78.395467,4.0,2,0,4,3,1.0,0,3.0,25,4,1,11
9706,25.0,4.8,26.88842,75.800689,26.95842,75.870689,2.0,1,1,3,3,0.0,0,,26,3,6,19
9707,30.0,4.7,0.0,0.0,0.06,0.06,,1,2,2,2,1.0,0,3.0,28,2,15,17
9708,35.0,4.8,0.0,0.0,0.11,0.11,6.0,3,1,4,3,1.0,0,3.0,22,3,10,18
9709,30.0,4.7,21.175104,72.804342,21.245104,72.874342,2.0,1,0,3,3,1.0,0,3.0,33,3,18,19
9711,33.0,5.0,17.428294,78.404423,17.508294,78.484423,2.0,3,0,1,3,0.0,0,3.0,35,3,14,17
9712,38.0,4.7,0.0,0.0,0.01,0.01,6.0,4,2,1,3,0.0,0,3.0,19,2,13,10
9713,33.0,4.1,21.149834,72.778666,21.209834,72.838666,4.0,1,1,3,3,0.0,0,3.0,32,3,30,20
9714,37.0,4.7,23.374989,85.335486,23.394989,85.355486,4.0,4,2,1,2,0.0,0,3.0,16,3,19,10
9715,21.0,4.7,26.849596,75.800512,26.899596,75.850512,4.0,1,2,4,1,0.0,0,3.0,24,3,17,21
9716,38.0,4.6,26.956431,75.776649,27.026431,75.846649,4.0,1,1,3,2,2.0,0,3.0,46,3,16,21
9717,21.0,4.7,13.054347,80.257221,13.184347,80.387221,6.0,1,2,1,2,1.0,0,3.0,21,4,6,21
9718,31.0,4.2,26.766536,75.837333,26.836536,75.907333,,3,0,2,3,1.0,0,3.0,31,4,4,17
9720,29.0,4.8,23.211529,77.419399,23.291529,77.499399,2.0,4,1,3,2,0.0,0,,11,2,14,22
9721,20.0,4.9,17.426228,78.407495,17.436228,78.417495,,4,2,2,3,0.0,0,3.0,19,3,13,20
9722,34.0,4.7,11.021278,76.995017,11.101278,77.075017,6.0,1,2,3,2,1.0,0,,19,3,4,21
9723,20.0,4.9,23.266261,77.379605,23.376261,77.489605,5.0,3,0,4,3,1.0,0,3.0,37,2,18,18
9724,32.0,4.6,17.455894,78.375467,17.525894,78.445467,4.0,1,0,3,3,3.0,0,,51,3,18,20
9725,22.0,4.7,12.986047,80.218114,13.026047,80.258114,,2,2,2,1,0.0,0,3.0,23,3,26,12
9726,20.0,5.0,13.058616,80.264151,13.118616,80.324151,1.0,4,2,2,3,1.0,0,3.0,18,3,15,23
9727,38.0,5.0,0.0,0.0,0.03,0.03,5.0,1,0,1,3,1.0,0,3.0,32,2,13,21
9728,24.0,4.8,18.593481,73.785901,18.653481,73.845901,6.0,3,0,3,3,0.0,0,3.0,16,4,1,19
9729,27.0,4.6,23.371292,85.327872,23.411292,85.367872,,2,0,1,3,1.0,0,,24,4,1,17
9730,22.0,4.7,23.351489,85.324253,23.421489,85.394253,5.0,1,1,4,2,1.0,0,3.0,31,3,4,19
9731,28.0,4.1,12.914264,77.6784,12.944264,77.7084,,1,0,1,3,1.0,0,3.0,36,3,3,20
9732,36.0,4.4,26.482581,80.315628,26.572581,80.405628,5.0,1,2,3,3,1.0,0,3.0,41,2,18,19
9734,34.0,4.8,23.355164,85.324097,23.415164,85.384097,,4,1,3,2,1.0,0,3.0,25,3,9,22
9736,33.0,5.0,18.563934,73.915367,18.673935,74.025367,6.0,4,1,3,2,0.0,0,,19,3,10,23
9737,31.0,3.9,19.178321,72.834715,19.308321,72.964715,1.0,1,2,4,2,1.0,0,3.0,40,4,6,19
9738,26.0,4.6,22.722634,75.886959,22.742634,75.906959,4.0,2,0,2,3,0.0,0,3.0,25,3,1,11
9739,27.0,4.6,11.008638,76.984311,11.138638,77.114311,5.0,3,1,4,2,0.0,0,3.0,25,3,4,18
9740,32.0,4.5,11.022298,76.998349,11.152298,77.128349,2.0,1,2,4,2,1.0,0,3.0,33,3,27,22
9741,30.0,4.7,12.935662,77.61413,12.975662,77.65413,5.0,3,0,1,3,0.0,0,,25,3,21,23
9742,28.0,4.1,12.352058,76.60665,12.372058,76.62665,,4,0,3,3,1.0,0,3.0,29,4,3,8
9743,30.0,4.7,25.443994,81.860187,25.533994,81.950187,2.0,3,0,2,3,1.0,0,3.0,48,2,14,17
9744,30.0,3.6,11.003669,76.976494,11.083669,77.056494,2.0,1,1,3,3,2.0,0,3.0,32,3,4,22
9745,36.0,3.7,18.516216,73.842527,18.586216,73.912527,1.0,1,2,3,2,2.0,1,3.0,42,3,2,19
9746,37.0,4.6,19.1093,72.825451,19.1993,72.915451,6.0,1,0,3,3,1.0,0,3.0,25,4,4,21
9747,24.0,4.9,25.457687,81.835585,25.537687,81.915585,6.0,3,0,3,3,1.0,0,3.0,18,2,14,18
9748,24.0,4.8,12.337928,76.617889,12.397928,76.677889,5.0,1,2,4,1,1.0,0,3.0,27,3,13,21
9749,20.0,4.6,-22.538999,88.322337,22.598999,88.382337,1.0,1,2,2,3,1.0,0,3.0,25,2,11,21
9750,37.0,4.6,17.45971,78.368855,17.52971,78.438855,6.0,3,2,3,3,1.0,0,3.0,16,3,18,18
9751,24.0,4.8,18.563934,73.915367,18.643935,73.995367,4.0,3,0,2,3,0.0,1,,44,4,4,18
9752,38.0,4.7,21.185047,72.80859,21.245047,72.86859,2.0,1,2,1,2,0.0,0,3.0,31,3,13,21
9753,36.0,4.6,22.310329,73.169083,22.420329,73.279083,5.0,4,0,1,3,1.0,0,,37,3,14,24
9754,36.0,3.7,26.910262,75.783013,26.990262,75.863013,1.0,1,2,1,2,1.0,0,3.0,39,3,4,20
9755,39.0,4.3,11.003681,76.975525,11.013681,76.985525,,4,0,4,3,1.0,0,3.0,29,4,1,10
9756,22.0,4.8,12.981615,80.231598,12.991615,80.241598,4.0,4,2,3,3,0.0,0,3.0,14,4,1,18
9757,20.0,5.0,23.233219,77.433571,23.343219,77.543571,,4,1,3,3,0.0,0,,16,2,16,22
9758,39.0,5.0,23.369746,85.33982,23.409746,85.37982,5.0,2,0,2,3,1.0,0,3.0,26,4,5,13
9759,38.0,4.8,22.311358,73.164798,22.341358,73.194798,1.0,4,1,4,2,1.0,0,3.0,23,3,30,10
9760,32.0,4.9,17.458998,78.500366,17.528998,78.570366,6.0,3,2,1,2,1.0,0,3.0,26,3,25,18
9761,34.0,4.5,13.02978,80.208812,13.10978,80.288812,2.0,3,2,3,2,1.0,0,3.0,29,3,14,18
9762,34.0,5.0,22.311603,73.165012,22.331603,73.185012,5.0,4,0,1,3,0.0,0,3.0,26,3,26,21
9763,26.0,4.5,26.956431,75.776649,27.096431,75.916649,4.0,3,1,2,2,1.0,0,3.0,29,3,25,18
9764,30.0,4.7,23.39925,85.390464,23.43925,85.430464,1.0,3,0,1,3,1.0,0,3.0,28,3,1,17
9765,29.0,4.6,22.728163,75.884212,22.768163,75.924212,4.0,2,1,1,3,1.0,0,3.0,23,3,26,15
9766,21.0,4.6,9.957144,76.296783,10.017144,76.356783,5.0,3,2,3,2,0.0,0,,19,2,15,8
9767,37.0,4.0,12.311072,76.654878,12.371072,76.714878,5.0,1,1,3,3,1.0,0,3.0,32,3,30,20
