Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),month,day,Final_Hour
15782,32.0,4.6,18.530963,73.828972,18.620963,73.918972,2.0,4,0,1,3,1.0,0,3.0,25,3,6,22
35679,31.0,4.4,11.010375,76.95295,11.060375,77.00295,1.0,3,2,1,1,0.0,0,3.0,33,3,5,18
30067,36.0,4.5,0.0,0.0,0.01,0.01,6.0,2,2,2,2,0.0,0,3.0,16,2,11,12
29931,31.0,4.7,13.049645,80.242268,13.059645,80.252268,2.0,4,1,2,2,1.0,0,3.0,27,3,5,9
2150,37.0,4.6,26.913726,75.75282,26.933726,75.77282,4.0,4,2,1,2,0.0,0,3.0,19,3,13,10
1563,37.0,4.8,12.323225,76.630028,12.363225,76.670028,4.0,2,1,1,2,0.0,0,3.0,28,4,3,14
39641,25.0,4.7,21.185047,72.80859,21.315047,72.93859,1.0,1,1,2,3,0.0,0,,19,4,4,21
15039,25.0,4.7,0.0,0.0,0.07,0.07,6.0,1,1,2,2,1.0,0,,10,3,31,21
18037,25.0,4.6,12.981615,80.231598,13.051615,80.301598,4.0,1,1,1,2,1.0,0,,44,3,16,21
14383,29.0,4.6,22.751234,75.88949,22.781234,75.91949,2.0,3,2,1,2,1.0,0,3.0,20,3,1,17
9223,26.0,4.7,22.727021,75.884167,22.767021,75.924167,4.0,2,2,4,2,1.0,0,,25,4,1,15
1009,39.0,4.7,13.066762,80.251865,13.076762,80.261865,,4,2,1,2,0.0,0,3.0,25,3,9,9
22838,34.0,4.7,-22.514119,88.362504,22.534119,88.382504,5.0,2,0,2,3,1.0,0,3.0,31,2,17,11
20560,25.0,4.7,12.949934,77.699386,13.019934,77.769386,2.0,1,2,4,2,1.0,0,3.0,19,3,14,19
38020,27.0,4.9,13.086438,80.220672,13.116438,80.250672,2.0,3,2,2,3,0.0,0,3.0,25,4,3,17
22123,34.0,4.7,22.74806,75.8934,22.85806,76.0034,,3,2,4,3,1.0,0,3.0,24,3,16,18
9155,33.0,4.8,17.433809,78.386744,17.443809,78.396744,2.0,2,1,4,3,1.0,0,3.0,34,4,5,11
44340,21.0,4.8,11.003669,76.976494,11.053669,77.026494,2.0,1,1,1,2,0.0,0,,28,3,13,22
24034,21.0,4.0,0.0,0.0,0.08,0.08,,1,0,3,3,1.0,0,,31,3,2,21
20741,20.0,5.0,0.0,0.0,0.01,0.01,4.0,4,0,1,3,1.0,0,3.0,17,3,1,10
9599,39.0,5.0,12.934365,77.616155,12.974365,77.656155,5.0,3,0,1,3,0.0,0,3.0,25,3,3,16
8163,33.0,4.6,22.760072,75.892574,22.800072,75.932574,6.0,3,2,2,2,1.0,0,3.0,20,4,1,16
8593,38.0,4.9,23.211529,77.419399,23.221529,77.429399,6.0,2,1,2,3,1.0,0,3.0,20,2,15,11
4203,26.0,4.8,10.994136,76.963303,11.074136,77.043303,6.0,3,0,4,3,1.0,0,3.0,29,3,4,17
7826,25.0,4.9,23.351489,85.324253,23.481489,85.454253,2.0,1,1,1,2,0.0,0,3.0,19,3,16,20
4477,22.0,4.6,22.725748,75.898497,22.795748,75.968497,5.0,1,0,4,3,1.0,0,3.0,39,3,12,22
19537,25.0,4.9,22.515082,88.36783,22.625082,88.47783,1.0,4,2,3,2,0.0,0,,16,2,18,24
17393,30.0,4.6,22.311358,73.164798,22.351358,73.204798,,3,0,2,3,0.0,0,,27,3,26,16
33526,29.0,4.8,12.352058,76.60665,12.482058,76.73665,1.0,4,2,3,3,1.0,0,,11,3,27,23
19010,27.0,4.8,22.307898,73.167788,22.397898,73.257788,6.0,1,2,4,2,1.0,0,3.0,24,3,12,20
32617,23.0,4.8,22.307898,73.167788,22.337898,73.197788,2.0,1,1,1,2,0.0,0,3.0,28,3,28,20
23014,33.0,4.7,12.934365,77.616155,13.004365,77.686155,5.0,1,1,3,3,1.0,0,3.0,35,3,25,22
24627,35.0,4.6,13.005801,80.250744,13.095801,80.340744,6.0,1,2,1,3,0.0,0,3.0,16,4,2,20
35489,36.0,4.9,13.064181,80.236442,13.084181,80.256442,,2,1,4,2,1.0,0,3.0,33,3,24,22
24805,30.0,4.7,30.361281,78.068022,30.371281,78.078022,5.0,2,1,1,2,2.0,0,3.0,38,2,15,11
34156,38.0,4.8,23.374878,85.335739,23.424878,85.385739,5.0,1,1,3,2,1.0,0,3.0,34,3,21,19
44399,26.0,4.9,18.536718,73.830327,18.556718,73.850327,6.0,4,1,4,2,0.0,0,3.0,24,3,15,9
26651,23.0,4.8,25.453436,81.833167,25.503436,81.883167,1.0,4,2,4,1,1.0,0,3.0,12,2,17,22
31336,22.0,4.7,23.351489,85.324253,23.411489,85.384253,2.0,3,1,2,2,1.0,0,3.0,29,3,21,18
6132,20.0,4.7,23.369746,85.33982,23.409746,85.37982,6.0,2,1,4,3,1.0,0,3.0,13,4,1,14
27842,37.0,4.7,12.98041,77.640489,13.05041,77.710489,6.0,3,1,1,2,1.0,0,,29,3,10,18
32777,35.0,4.7,13.054347,80.257221,13.134347,80.337221,,4,1,4,2,0.0,0,3.0,22,3,29,23
37791,27.0,4.1,23.416792,85.316842,23.496792,85.396842,5.0,1,2,1,2,0.0,1,3.0,44,3,16,20
36476,31.0,4.7,17.45971,78.368855,17.48971,78.398855,5.0,4,2,2,2,0.0,0,3.0,15,3,13,24
4907,34.0,3.4,22.751234,75.88949,22.881234,76.01949,6.0,4,0,1,3,2.0,0,3.0,31,3,6,23
11608,27.0,4.7,22.744648,75.894377,22.834648,75.984377,6.0,3,2,3,3,1.0,0,3.0,13,4,4,17
43474,20.0,4.7,17.458998,78.500366,17.498998,78.540366,6.0,3,2,3,2,1.0,0,3.0,10,3,17,15
32826,21.0,4.6,22.552996,88.35231,22.682996,88.48231,2.0,1,2,1,2,0.0,0,3.0,21,2,16,19
30237,20.0,4.9,26.88842,75.800689,26.95842,75.870689,4.0,1,2,2,2,1.0,0,3.0,33,3,27,20
36836,34.0,4.6,13.049645,80.242268,13.119645,80.312268,1.0,3,2,1,1,1.0,0,3.0,22,3,18,17
29836,36.0,4.9,12.975996,80.221898,13.005996,80.251898,6.0,4,2,3,2,0.0,0,,17,3,13,22
21255,29.0,4.8,27.157772,78.04725,27.197772,78.08725,1.0,3,1,3,3,1.0,0,3.0,24,2,17,16
13862,34.0,5.0,17.431477,78.40035,17.471477,78.44035,,2,1,4,2,1.0,0,3.0,25,4,1,12
13223,29.0,4.5,19.876106,75.340775,19.946106,75.410775,6.0,1,0,3,3,1.0,0,3.0,23,2,12,20
27671,39.0,4.9,17.483216,78.552111,17.543216,78.612111,6.0,4,2,2,1,0.0,0,3.0,10,3,24,23
12088,25.0,4.8,21.175975,72.795503,21.185975,72.805503,4.0,4,0,4,3,1.0,0,3.0,18,3,15,9
39587,28.0,4.5,22.310526,73.170937,22.440526,73.300937,6.0,1,2,3,2,0.0,0,3.0,15,3,16,21
38240,36.0,5.0,12.933284,77.615428,13.043284,77.725428,1.0,4,2,3,2,1.0,0,,25,3,25,22
41290,24.0,4.6,19.003517,72.82765,19.023517,72.84765,4.0,4,1,1,2,1.0,0,,12,3,13,10
2883,38.0,4.6,23.371292,85.327872,23.501292,85.457872,2.0,3,1,2,2,0.0,0,,22,3,23,17
20229,21.0,4.7,23.351058,85.325731,23.361058,85.335731,6.0,2,2,3,3,1.0,0,,14,3,7,21
28710,22.0,4.6,22.753839,75.897429,22.883838,76.027429,4.0,1,2,2,3,1.0,0,3.0,30,3,25,21
8003,37.0,4.6,26.913483,75.803139,26.953483,75.843139,4.0,2,0,3,3,1.0,0,3.0,27,3,28,13
28201,21.0,4.6,0.0,0.0,0.01,0.01,4.0,4,1,4,2,1.0,0,3.0,10,2,15,9
18099,33.0,4.6,26.90519,75.810753,26.95519,75.860753,,3,1,3,3,1.0,0,,27,3,5,18
10664,35.0,4.8,17.438263,78.397865,17.498263,78.457865,1.0,3,1,2,2,1.0,0,3.0,31,3,1,18
26989,30.0,4.6,12.935662,77.61413,13.045662,77.72413,2.0,3,2,2,1,0.0,0,,29,4,4,17
10083,22.0,5.0,11.022477,76.995667,11.082477,77.055667,4.0,1,2,4,1,1.0,0,,21,3,5,21
11936,30.0,5.0,19.12663,72.829976,19.16663,72.869976,2.0,2,1,4,2,1.0,0,3.0,31,3,11,21
12883,34.0,4.6,19.876994,75.372353,19.946994,75.442353,1.0,1,1,3,2,1.0,0,3.0,28,2,16,20
29403,37.0,4.3,22.32,73.17,22.43,73.28,4.0,1,2,3,2,2.0,0,3.0,43,3,20,21
37829,28.0,4.6,21.149834,72.778666,21.219834,72.848666,1.0,3,1,3,3,1.0,0,,23,3,18,17
17192,30.0,4.8,11.003669,76.976494,11.113669,77.086494,5.0,4,0,1,3,1.0,0,3.0,42,3,20,23
38938,25.0,4.9,26.463504,80.372929,26.593504,80.502929,1.0,4,1,2,3,1.0,0,3.0,18,2,16,22
11642,25.0,4.5,23.359407,85.325055,23.369407,85.335055,2.0,4,0,2,3,1.0,0,3.0,26,3,11,18
3514,26.0,4.6,12.337978,76.616792,12.447978,76.726792,1.0,4,1,3,3,0.0,0,3.0,17,3,29,23
453,25.0,4.7,11.022169,76.999594,11.082169,77.059594,4.0,4,1,2,3,0.0,0,,11,3,17,22
44823,20.0,5.0,23.355164,85.324097,23.395164,85.364097,4.0,3,1,2,3,1.0,0,3.0,17,3,15,15
30445,22.0,4.8,22.725835,75.887648,22.815835,75.977648,,1,2,4,2,1.0,0,,16,3,23,23
11543,20.0,4.9,13.045479,80.23311,13.105479,80.29311,6.0,4,0,2,3,0.0,0,3.0,16,3,1,22
2724,34.0,4.3,19.176269,72.836721,19.226269,72.886721,2.0,3,1,3,2,1.0,0,3.0,31,3,1,17
3587,31.0,4.9,12.935662,77.61413,12.945662,77.62413,4.0,4,2,2,2,1.0,0,3.0,19,3,19,9
12002,35.0,4.7,13.066762,80.251865,13.146762,80.331865,4.0,1,0,2,3,1.0,0,3.0,46,3,6,20
43541,21.0,4.5,26.913726,75.75282,26.963726,75.80282,5.0,1,0,3,3,0.0,0,3.0,27,4,1,21
27656,37.0,4.5,26.910262,75.783013,26.960262,75.833013,4.0,1,2,2,2,0.0,0,3.0,28,4,3,21
9179,30.0,4.3,18.536562,73.896485,18.666562,74.026485,5.0,4,0,3,3,1.0,0,,38,3,6,22
33854,20.0,4.9,0.0,0.0,0.08,0.08,2.0,4,0,3,3,3.0,0,3.0,19,3,6,23
17382,25.0,4.8,12.972532,77.608179,13.102532,77.738179,,1,0,4,3,1.0,0,,36,3,16,21
35556,30.0,4.7,13.045479,80.23311,13.065479,80.25311,,4,1,4,2,1.0,0,3.0,23,3,15,8
152,38.0,4.4,18.593481,73.785901,18.663481,73.855901,,3,0,4,3,1.0,0,3.0,33,3,31,17
10942,21.0,4.7,13.029198,77.570997,13.099198,77.640997,2.0,3,1,2,3,1.0,0,3.0,22,3,18,17
11584,32.0,4.1,23.351489,85.324253,23.371489,85.344253,1.0,2,2,1,2,2.0,0,3.0,34,3,26,11
39217,27.0,4.9,26.846156,75.8023,26.856156,75.8123,1.0,2,1,1,2,1.0,0,,17,3,26,11
14038,38.0,4.9,13.064181,80.236442,13.104181,80.276442,,3,2,2,2,1.0,0,3.0,27,4,1,15
30417,25.0,5.0,23.353783,85.326967,23.383783,85.356967,6.0,4,2,1,1,1.0,0,,17,3,11,23
44863,38.0,4.0,22.538999,88.322337,22.568999,88.352337,1.0,4,0,4,3,0.0,0,3.0,29,2,11,22
37819,37.0,5.0,13.058616,80.264151,13.068616,80.274151,6.0,4,2,1,2,1.0,0,,13,3,1,8
5595,37.0,5.0,11.001753,76.986241,11.071753,77.056241,1.0,1,0,4,3,1.0,1,3.0,53,4,6,19
44071,39.0,5.0,26.891191,75.802083,26.911191,75.822083,5.0,2,0,3,3,1.0,0,,33,3,7,11
26811,24.0,4.8,13.026279,80.174568,13.076279,80.224568,,4,1,4,3,1.0,0,3.0,18,3,11,23
28703,26.0,4.6,18.51421,73.838429,18.55421,73.878429,4.0,3,0,1,3,1.0,0,3.0,20,3,24,15
18095,31.0,4.6,19.874733,75.353942,19.964733,75.443942,6.0,1,2,2,2,0.0,0,,15,2,16,20
39138,25.0,4.6,13.086438,80.220672,13.136439,80.270672,5.0,4,0,3,3,1.0,0,3.0,22,4,1,23
44967,29.0,4.6,21.186608,72.794136,21.316608,72.924136,1.0,3,0,4,3,1.0,0,,21,3,29,18
8135,24.0,4.5,22.75004,75.902847,22.88004,76.032847,1.0,1,2,2,3,0.0,0,,23,3,10,21
43902,25.0,4.7,22.75004,75.902847,22.88004,76.032847,2.0,4,0,3,3,0.0,0,,22,3,20,24
26659,23.0,4.6,11.024839,77.007003,11.104839,77.087003,,1,1,1,3,1.0,0,,23,3,6,20
4053,23.0,4.3,22.75004,75.902847,22.82004,75.972847,5.0,3,1,2,2,0.0,0,3.0,35,3,23,18
4857,32.0,4.4,0.0,0.0,0.03,0.03,2.0,4,0,4,3,1.0,0,,24,4,1,23
9952,33.0,4.5,27.161661,78.011544,27.291661,78.141544,1.0,4,0,3,3,1.0,0,3.0,22,2,16,23
28928,28.0,4.9,25.457116,81.859682,25.467116,81.869682,4.0,4,0,2,3,1.0,0,3.0,21,2,15,10
3262,29.0,4.7,0.0,0.0,0.11,0.11,2.0,1,1,2,2,1.0,0,3.0,28,3,8,21
12360,33.0,4.6,12.970324,77.645748,12.990324,77.665748,5.0,4,1,3,2,1.0,0,3.0,17,3,17,10
8295,34.0,4.5,11.003008,76.97544,11.033008,77.00544,4.0,3,1,2,2,0.0,0,3.0,19,3,5,18
6234,29.0,4.5,21.149569,72.772697,21.179569,72.802697,5.0,1,1,1,2,2.0,0,,30,3,1,21
15609,37.0,4.5,23.374989,85.335486,23.504989,85.465486,6.0,3,0,4,3,1.0,0,,28,3,29,17
18679,22.0,4.8,17.422819,78.449578,17.442819,78.469578,1.0,4,2,3,2,0.0,0,3.0,19,3,1,8
24454,30.0,4.5,26.913483,75.803139,26.963483,75.853139,1.0,1,1,1,2,1.0,0,3.0,26,3,28,19
40272,24.0,4.6,11.022169,76.999594,11.102169,77.079594,,1,2,3,1,1.0,0,3.0,25,3,8,21
78,25.0,4.8,15.5696,73.742294,15.6096,73.782294,,2,1,2,2,1.0,0,,19,2,15,12
6922,30.0,5.0,11.022169,76.999594,11.072169,77.049594,4.0,3,0,1,3,0.0,0,3.0,25,3,13,17
40197,34.0,4.7,12.906229,77.596791,12.986229,77.676791,,1,1,3,2,0.0,0,,29,3,27,20
43820,32.0,5.0,21.186608,72.794136,21.236608,72.844136,6.0,4,2,2,3,0.0,0,3.0,14,3,3,24
14726,33.0,4.6,22.727021,75.884167,22.837021,75.994167,,1,1,4,2,1.0,0,3.0,29,3,25,21
11143,32.0,4.0,26.911378,75.789034,26.991378,75.869034,4.0,4,0,1,3,1.0,0,3.0,44,3,14,23
28398,32.0,4.7,23.351489,85.324253,23.371489,85.344253,5.0,2,1,3,2,0.0,0,,33,3,11,11
25262,37.0,4.9,13.027018,80.254791,13.067018,80.294791,1.0,2,0,4,3,3.0,0,3.0,48,3,30,14
3154,20.0,4.6,22.32,73.17,22.4,73.25,1.0,3,1,2,3,1.0,0,3.0,15,3,16,18
10992,36.0,4.9,12.297954,76.665169,12.407954,76.775169,2.0,1,1,1,2,0.0,0,3.0,25,3,2,21
9676,31.0,4.6,19.121999,72.908493,19.251999,73.038493,4.0,1,0,2,3,1.0,0,3.0,45,4,6,20
2465,25.0,4.9,22.31279,73.170283,22.37279,73.230283,6.0,3,0,4,3,0.0,0,3.0,20,3,7,18
6357,37.0,4.8,26.921411,75.793604,27.011411,75.883604,2.0,4,0,4,3,1.0,0,3.0,21,4,2,23
10702,26.0,4.7,26.479108,80.315042,26.619108,80.455042,5.0,1,1,4,3,1.0,1,3.0,43,2,16,21
16940,26.0,4.2,19.888716,75.321461,19.958716,75.391461,5.0,1,2,1,1,0.0,1,3.0,43,2,12,20
16454,21.0,4.8,21.173343,72.792731,21.243343,72.862731,1.0,3,0,2,3,0.0,0,,33,3,4,19
36010,37.0,4.5,19.1093,72.825451,19.2193,72.935451,4.0,1,0,3,3,2.0,0,3.0,51,3,29,19
21469,38.0,4.9,12.334022,76.618203,12.444022,76.728203,,4,2,4,1,1.0,0,3.0,23,3,25,14
11112,31.0,4.8,12.323994,76.626167,12.353994,76.656167,4.0,4,0,2,3,1.0,0,3.0,29,4,3,22
1027,36.0,4.8,12.933298,77.614293,12.983298,77.664293,,4,1,2,3,0.0,0,3.0,22,4,3,23
15800,26.0,4.2,21.186608,72.794136,21.276608,72.884136,5.0,3,2,1,1,1.0,0,3.0,35,3,25,19
31693,30.0,5.0,13.044694,80.26147,13.154694,80.37147,2.0,3,2,2,1,1.0,0,3.0,23,3,2,17
41878,23.0,4.8,11.025083,77.015393,11.055083,77.045393,4.0,4,0,2,3,1.0,0,3.0,18,4,1,22
19168,35.0,4.9,21.157735,72.768778,21.267735,72.878778,6.0,1,2,1,1,1.0,0,3.0,28,3,27,20
7014,24.0,4.6,12.975996,80.221898,13.015996,80.261898,4.0,2,1,4,3,0.0,0,3.0,26,3,19,12
15422,37.0,4.9,11.003008,76.97544,11.023008,76.99544,4.0,4,1,4,3,0.0,0,3.0,19,3,9,8
34381,35.0,4.8,9.985697,76.281128,10.015697,76.311128,4.0,1,1,4,3,1.0,0,3.0,31,2,11,21
22960,33.0,4.2,22.751234,75.88949,22.881234,76.01949,,3,2,4,2,1.0,0,3.0,31,3,23,17
15701,22.0,5.0,25.443994,81.860187,25.583994,82.000187,2.0,4,1,3,3,0.0,0,,12,2,12,22
29147,35.0,3.6,13.029198,77.570997,13.139198,77.680997,1.0,1,2,4,1,0.0,0,3.0,37,3,6,19
10146,36.0,4.2,22.751857,75.866699,22.881857,75.996699,1.0,1,2,1,2,1.0,0,3.0,42,3,12,20
32068,28.0,4.9,19.12663,72.829976,19.14663,72.849976,6.0,4,2,3,3,0.0,0,,23,3,3,9
9626,31.0,4.4,18.51421,73.838429,18.54421,73.868429,1.0,1,1,3,3,1.0,0,3.0,34,3,13,19
2387,22.0,4.6,22.745536,75.893106,22.785536,75.933106,1.0,3,1,4,3,0.0,0,3.0,25,3,11,16
726,33.0,4.8,0.0,0.0,0.11,0.11,1.0,4,2,1,2,1.0,0,3.0,22,2,12,23
28183,24.0,4.9,12.970221,77.645396,13.040221,77.715396,5.0,1,0,2,3,3.0,0,3.0,49,3,20,21
12395,27.0,4.9,12.914264,77.6784,13.044264,77.8084,1.0,1,2,2,2,0.0,0,3.0,22,3,18,10
28409,34.0,4.8,18.546258,73.904337,18.626258,73.984337,6.0,4,2,3,1,1.0,0,,23,3,4,23
43399,25.0,4.4,0.0,0.0,0.08,0.08,5.0,1,1,4,2,0.0,0,3.0,38,3,8,19
36288,24.0,4.8,13.081878,80.248519,13.191878,80.358519,2.0,4,1,3,3,0.0,0,,11,3,14,22
24572,33.0,3.8,13.086438,80.220672,13.156439,80.290672,,1,1,3,3,1.0,0,3.0,35,4,2,22
23563,23.0,4.4,26.921411,75.793604,26.941411,75.813604,1.0,4,0,1,3,1.0,0,,19,3,13,10
35857,21.0,4.7,26.849596,75.800512,26.959596,75.910512,,3,1,1,2,1.0,0,3.0,27,3,20,17
5762,26.0,4.9,26.892312,75.806896,27.002312,75.916896,5.0,1,0,4,3,1.0,0,3.0,38,3,27,21
42212,27.0,4.7,12.939496,77.625999,12.999496,77.685999,5.0,1,0,2,3,1.0,0,3.0,29,3,3,21
45083,37.0,4.6,23.333017,85.3172,23.383017,85.3672,4.0,1,0,1,3,0.0,0,3.0,27,3,24,20
9574,37.0,4.8,13.081878,80.248519,13.161878,80.328519,6.0,3,0,4,3,0.0,0,3.0,27,3,12,18
29205,37.0,4.7,12.297954,76.665169,12.427954,76.795169,2.0,1,0,4,3,1.0,0,3.0,38,3,23,20
37470,26.0,4.6,19.221315,72.862381,19.351315,72.992381,1.0,1,1,2,2,1.0,0,,26,3,8,22
15829,21.0,4.1,18.536562,73.896485,18.596562,73.956485,,1,0,1,3,2.0,0,3.0,37,3,13,21
10109,27.0,4.6,22.751857,75.866699,22.791857,75.906699,2.0,3,0,3,3,1.0,0,,15,3,3,16
6445,29.0,4.2,22.75004,75.902847,22.86004,76.012847,5.0,1,1,3,2,1.0,0,3.0,35,3,10,20
16956,30.0,4.7,22.310329,73.169083,22.360329,73.219083,2.0,3,1,2,2,0.0,0,,26,3,1,19
10415,26.0,4.2,21.175104,72.804342,21.265104,72.894342,1.0,1,0,4,3,1.0,0,3.0,31,3,27,20
2798,24.0,4.4,12.325461,76.632278,12.345461,76.652278,,4,0,1,3,1.0,0,3.0,26,3,15,10
27122,20.0,4.0,22.744648,75.894377,22.754648,75.904377,2.0,4,0,1,3,1.0,0,,19,3,1,9
32848,32.0,4.6,25.449659,81.839744,25.539659,81.929744,,1,2,1,3,0.0,0,3.0,25,2,12,21
28990,36.0,4.6,22.722634,75.886959,22.852634,76.016959,2.0,3,1,3,3,0.0,0,3.0,24,3,29,18
39426,38.0,4.5,26.846156,75.8023,26.976156,75.9323,6.0,1,0,4,3,1.0,0,3.0,27,4,6,20
16023,21.0,4.8,12.337928,76.617889,12.387928,76.667889,1.0,1,1,1,3,1.0,0,3.0,28,3,9,21
34141,20.0,4.6,10.006881,76.345397,10.086881,76.425397,6.0,3,1,4,2,2.0,0,,13,2,12,17
38617,22.0,5.0,10.96185,76.971082,11.00185,77.011082,2.0,3,2,2,2,1.0,0,3.0,27,3,28,15
14311,35.0,4.9,22.551084,88.354127,22.681084,88.484127,1.0,4,2,4,2,1.0,0,3.0,26,2,14,23
39723,35.0,4.5,12.297954,76.665169,12.367954,76.735169,1.0,1,1,1,2,1.0,0,3.0,39,3,25,21
44185,36.0,4.6,19.120083,72.907385,19.230083,73.017385,4.0,1,2,1,2,0.0,0,3.0,40,3,29,20
16061,32.0,4.3,21.160437,72.774209,21.190437,72.804209,,1,1,3,2,1.0,0,,32,3,7,20
34752,22.0,4.8,23.351489,85.324253,23.431489,85.404253,,1,0,2,3,1.0,0,3.0,29,3,14,22
41027,26.0,4.6,18.927584,72.832585,18.947584,72.852585,6.0,4,0,3,3,0.0,0,3.0,19,3,28,8
18516,27.0,4.7,19.103249,72.846749,19.143249,72.886749,6.0,2,1,4,3,0.0,0,,15,3,24,14
13673,25.0,4.9,18.533811,73.899315,18.623811,73.989315,4.0,3,2,4,2,1.0,0,3.0,25,3,10,17
33313,29.0,4.9,12.325461,76.632278,12.405461,76.712278,1.0,1,1,2,3,1.0,0,3.0,26,3,23,20
6704,34.0,4.0,12.972793,80.249982,13.012793,80.289982,5.0,2,2,1,3,1.0,0,3.0,32,3,9,12
20819,28.0,4.7,22.651847,75.881991,22.681847,75.911991,,1,1,1,2,1.0,0,,26,3,21,20
33590,23.0,3.7,21.15276,72.778059,21.16276,72.788059,6.0,2,0,2,3,0.0,1,3.0,45,3,15,11
4892,34.0,4.8,22.745049,75.892471,22.805049,75.952471,2.0,1,2,2,2,1.0,0,3.0,29,3,28,19
21578,25.0,4.7,13.081878,80.248519,13.111878,80.278519,,1,2,1,2,1.0,0,,24,3,3,21
23621,38.0,4.8,18.536562,73.896485,18.626562,73.986485,4.0,4,0,4,3,1.0,1,3.0,43,3,27,23
20810,20.0,4.8,23.355164,85.324097,23.445164,85.414097,1.0,3,1,4,3,1.0,0,,27,3,27,18
32418,37.0,4.9,18.994237,72.825553,19.014237,72.845553,,4,1,1,2,1.0,0,,24,3,13,8
23180,27.0,4.9,0.0,0.0,0.11,0.11,,4,0,2,3,1.0,0,,18,3,2,23
26714,21.0,4.8,12.972161,77.596014,13.022161,77.646014,5.0,4,1,3,3,1.0,0,3.0,15,3,1,23
17241,25.0,4.9,17.438263,78.397865,17.478263,78.437865,,2,2,3,3,1.0,0,3.0,29,3,7,19
35753,39.0,4.6,23.218998,77.373573,23.258998,77.413573,5.0,2,1,4,3,1.0,0,3.0,31,2,17,20
41900,26.0,4.6,9.979186,76.317361,10.059186,76.397361,,1,1,4,3,0.0,0,3.0,25,2,18,21
22190,35.0,4.7,22.75004,75.902847,22.83004,75.982847,4.0,1,0,3,3,1.0,0,,42,3,29,20
36900,32.0,5.0,10.96185,76.971082,11.05185,77.061082,2.0,4,2,1,3,1.0,0,3.0,15,3,31,23
41065,33.0,3.7,11.006686,76.951736,11.076686,77.021736,,3,2,1,1,1.0,0,3.0,31,3,23,17
21512,34.0,4.8,19.091458,72.827808,19.221458,72.957808,2.0,4,0,3,3,1.0,0,3.0,21,3,10,23
36240,22.0,4.9,18.543626,73.905101,18.563626,73.925101,2.0,4,1,3,2,1.0,0,3.0,16,3,3,10
14350,30.0,4.9,25.451646,81.832796,25.471646,81.852796,,4,2,1,1,1.0,0,,27,2,13,8
17538,32.0,4.9,22.551084,88.354127,22.601084,88.404127,5.0,1,1,4,2,1.0,0,3.0,31,2,17,21
37864,33.0,4.9,22.722634,75.886959,22.852634,76.016959,4.0,4,0,2,3,1.0,0,3.0,41,4,4,23
39768,30.0,4.5,12.975377,77.696664,13.035377,77.756664,1.0,3,2,1,2,1.0,0,3.0,25,4,5,18
19292,28.0,4.7,23.351058,85.325731,23.381058,85.355731,4.0,1,0,3,3,1.0,0,3.0,25,3,28,19
44086,29.0,4.9,22.722634,75.886959,22.752634,75.916959,2.0,1,2,3,2,0.0,0,3.0,15,3,17,21
1066,20.0,5.0,26.483672,80.320708,26.623672,80.460708,5.0,1,1,4,2,1.0,0,3.0,38,2,18,21
27433,27.0,4.8,11.022477,76.995667,11.112477,77.085667,2.0,1,2,1,3,1.0,0,3.0,23,3,14,21
24023,25.0,4.6,18.53408,73.89852,18.60408,73.96852,1.0,3,0,3,3,0.0,0,3.0,22,3,20,19
43874,38.0,4.6,22.725748,75.898497,22.795748,75.968497,5.0,4,1,2,2,0.0,0,,30,3,8,23
31652,32.0,4.7,12.352058,76.60665,12.462058,76.71665,5.0,1,2,4,3,3.0,0,3.0,49,3,23,19
263,23.0,4.8,21.15276,72.778059,21.28276,72.908059,,1,0,2,3,1.0,0,3.0,28,3,12,20
15893,28.0,4.6,22.311603,73.165012,22.321603,73.175012,1.0,4,1,2,3,0.0,0,3.0,16,4,1,10
1882,36.0,5.0,21.157729,72.768726,21.267729,72.878726,4.0,1,2,1,3,1.0,0,3.0,44,4,6,21
39186,31.0,4.8,13.049645,80.242268,13.139645,80.332268,6.0,1,2,3,2,1.0,0,3.0,15,3,27,20
22782,38.0,4.5,12.979166,77.640709,13.089166,77.750709,,3,1,3,3,1.0,0,3.0,22,3,2,18
348,31.0,4.0,12.935662,77.61413,13.015662,77.69413,5.0,4,0,1,3,1.0,0,3.0,35,3,12,23
37804,26.0,5.0,21.160522,72.771477,21.180522,72.791477,6.0,4,2,2,1,0.0,0,3.0,16,3,1,8
26919,28.0,4.9,22.722634,75.886959,22.772634,75.936959,,3,0,1,3,0.0,0,3.0,16,3,28,18
24896,35.0,4.6,18.520016,73.830547,18.650016,73.960547,6.0,4,0,1,3,1.0,0,3.0,22,3,31,22
39956,30.0,4.9,17.424114,78.347554,17.534114,78.457554,5.0,3,0,3,3,1.0,0,3.0,35,3,27,18
41485,29.0,4.9,30.892978,75.821847,31.022978,75.951847,2.0,3,1,4,3,1.0,0,3.0,16,2,12,18
7398,33.0,4.9,10.96185,76.971082,11.00185,77.011082,6.0,2,0,1,3,1.0,0,3.0,27,3,19,12
21772,29.0,4.7,17.426228,78.407495,17.496228,78.477495,6.0,1,1,1,3,1.0,0,,10,4,4,20
